player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Dionte Christmas,https://www.basketball-reference.com/players/c/chrisdi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Temple,"Samuel Fels in Philadelphia, Pennsylvania",,"November 1, 2013",31,2.3,1.2,0.3,35.5,,75.0,42.7
Rakeem Christmas,https://www.basketball-reference.com/players/c/chrisra01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,Irv,Syracuse,,"Minnesota Timberwolves, 2nd round (6th pick, 36th overall), 2015 NBA Draft","April 13, 2016",30,2.1,1.9,0.1,46.7,,72.4,46.7
Semaj Christon,https://www.basketball-reference.com/players/c/chrisse01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,C,Xavier,"Brewster Academy in Wolfeboro, New Hampshire","Miami Heat, 2nd round (25th pick, 55th overall), 2014 NBA Draft","October 26, 2016",64,2.9,1.4,2.0,34.5,,54.8,37.2
Josh Christopher,https://www.basketball-reference.com/players/c/chrisjo01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Carson, California
us",Arizona State,"Mayfair in Lakewood, California","Houston Rockets, 1st round (24th pick, 24th overall), 2021 NBA Draft","October 20, 2021",139,6.9,1.8,1.6,45.4,,74.0,50.1
Patrick Christopher,https://www.basketball-reference.com/players/c/chrispa01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Compton, California
us",California,"Dominguez in Compton, California",,"December 27, 2014",4,1.5,1.5,0.0,25.0,,-,25.0
Steve Chubin,https://www.basketball-reference.com/players/c/chubist01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",Rhode Island,"Forest Hills in Forest Hills, New York","San Francisco Warriors, 3rd round (3rd pick, 23rd overall), 1966 NBA Draft",,226,12.8,3.8,3.9,39.8,,82.0,40.1
Robert Churchwell,https://www.basketball-reference.com/players/c/churcro01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"South Bend, Indiana
us",Georgetown,"Gonzaga in Washington, District of Columbia",,"March 18, 1996",4,1.5,0.8,0.3,37.5,,-,37.5
Sidy Cissoko,https://www.basketball-reference.com/players/c/cissosi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Sa,,,"San Antonio Spurs, 2nd round (14th pick, 44th overall), 2023 NBA Draft","November 20, 2023",24,2.4,1.3,0.6,47.7,,63.2,52.3
Archie Clark,https://www.basketball-reference.com/players/c/clarkar01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Conway, Arkansas
us",Minnesota,"Ecorse in Ecorse, Michigan","Los Angeles Lakers, 4th round (7th pick, 37th overall), 1966 NBA Draft","October 15, 1966",725,16.3,3.3,4.8,48.0,,76.9,
Carlos Clark,https://www.basketball-reference.com/players/c/clarkca01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Somerville, Tennessee
us",Ole Miss,"Fayette-Ware in Somerville, Tennessee","Boston Celtics, 4th round (21st pick, 91st overall), 1983 NBA Draft","October 29, 1983",93,2.4,0.9,0.7,40.7,,80.3,40.7
Dick Clark,https://www.basketball-reference.com/players/c/clarkri01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,F,Eastern Kentucky University,"North Baltimore in North Baltimore, Ohio",,,58,6.2,2.4,1.7,29.6,,67.5,29.7
Earl Clark,https://www.basketball-reference.com/players/c/clarkea01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Pla,Louisville,"Rahway in Rahway, New Jersey","Phoenix Suns, 1st round (14th pick, 14th overall), 2009 NBA Draft","October 28, 2009",261,4.4,3.0,0.5,40.3,,66.4,43.9
Gary Clark,https://www.basketball-reference.com/players/c/clarkga01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Smithfield, North Carol",Cincinnati,"Clayton in Clayton, North Carolina",,"October 17, 2018",170,3.1,2.5,0.5,35.1,,83.8,48.9
Ian Clark,https://www.basketball-reference.com/players/c/clarkia01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Memphis, Tennessee
us",Belmont,"Germantown in Germantown, Tennessee",,"November 1, 2013",330,5.6,1.3,1.2,43.9,,80.4,51.3
Keon Clark,https://www.basketball-reference.com/players/c/clarkke01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Danville, Ill",,"Danville in Danville, Illinois","Orlando Magic, 1st round (13th pick, 13th overall), 1998 NBA Draft","February 5, 1999",353,8.2,5.9,0.9,50.0,,64.5,50.0
Brandon Clarke,https://www.basketball-reference.com/players/c/clarkbr01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Vancouver, British Columbia
ca",,"Desert Vista in Phoenix, Arizona","Oklahoma City Thunder, 1st round (21st pick, 21st overall), 2019 NBA Draft","October 23, 2019",273,10.3,5.5,1.4,60.3,,69.2,61.6
Coty Clarke,https://www.basketball-reference.com/players/c/clarkco01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Antioch, Tennessee
us",Arkansas,"Pinson Valley in Pinson Valley, Alabama",,"March 15, 2016",3,2.0,0.3,0.0,50.0,,-,75.0
Jordan Clarkson,https://www.basketball-reference.com/players/c/clarkjo01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Tampa, Florida
us",,"Wagner in San Antonio, Texas","Washington Wizards, 2nd round (16th pick, 46th overall), 2014 NBA Draft","October 28, 2014",734,16.0,3.4,2.9,43.7,,83.1,50.4
Gian Clavell,https://www.basketball-reference.com/players/c/clavegi01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Caguas, Puerto Rico
pr",Colorado State,"Hialeah Gardens in Hialeah Gardens, Florida",,"October 20, 2017",7,2.9,1.0,0.4,33.3,,100.0,50.0
Victor Claver,https://www.basketball-reference.com/players/c/clavevi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Valencia, Spa",,,"Portland Trail Blazers, 1st round (22nd pick, 22nd overall), 2009 NBA Draft","November 3, 2012",80,3.2,2.2,0.7,39.8,,58.5,46.6
John Clawson,https://www.basketball-reference.com/players/c/clawsjo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Duluth, M",Michigan,"Naperville Central in Naperville, Illinois",,,70,4.7,2.8,0.7,47.6,,68.5,47.6
Charles Claxton,https://www.basketball-reference.com/players/c/claxtch01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"St. Thomas, U.S. Virg",Georgia,"Miami Carol City in Miami, Florida","Phoenix Suns, 2nd round (23rd pick, 50th overall), 1994 NBA Draft","November 3, 1995",3,0.7,0.7,0.0,50.0,,0.0,50.0
Nic Claxton,https://www.basketball-reference.com/players/c/claxtni01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Center


  
  ▪
  
  
  
  
  Left",,,,,,"Greenville, South Carol",Georgia,"Legacy Charter School  in Greenville, South Carolina","Brooklyn Nets, 2nd round (1st pick, 31st overall), 2019 NBA Draft","November 8, 2019",265,10.3,7.8,1.6,65.4,,54.0,65.5
Speedy Claxton,https://www.basketball-reference.com/players/c/claxtsp01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Queens, New York
us",Hofstra,"Christ the King in Queens, New York","Philadelphia 76ers, 1st round (20th pick, 20th overall), 2000 NBA Draft","October 30, 2001",334,9.3,2.5,4.3,40.9,,76.2,41.7
Jim Cleamons,https://www.basketball-reference.com/players/c/cleamji01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Left",,,,,,L,Ohio State,"Linden McKinley in Columbus, Ohio","Los Angeles Lakers, 1st round (13th pick, 13th overall), 1971 NBA Draft","October 15, 1971",652,8.3,3.0,3.9,46.0,,76.5,46.1
Mateen Cleaves,https://www.basketball-reference.com/players/c/cleavma01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Fl,Michigan State,"Flint Northern in Flint, Michigan","Detroit Pistons, 1st round (14th pick, 14th overall), 2000 NBA Draft","October 31, 2000",167,3.6,1.0,1.9,38.9,,72.8,39.9
Barry Clemens,https://www.basketball-reference.com/players/c/clemeba01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Dayton, Ohio
us",Ohio Wesleyan University,"Xenia in Xenia, Ohio","New York Knicks, 3rd round (2nd pick, 22nd overall), 1965 NBA Draft","October 16, 1965",790,6.7,3.2,1.1,45.4,,75.6,
Chris Clemons,https://www.basketball-reference.com/players/c/clemoch01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Raleigh, North Carol",Campbell,"Milbrook in Raleigh, North Carolina",,"November 3, 2019",33,4.9,0.9,0.8,40.1,,90.9,53.2
Antonius Cleveland,https://www.basketball-reference.com/players/c/clevean01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Memphis, Tennessee
us",SE Missouri State,"Faith Baptist Christian Academy in Ludowici, Georgia",,"November 17, 2017",28,1.2,0.8,0.1,34.3,,63.6,38.6
Nat Clifton,https://www.basketball-reference.com/players/c/cliftna01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Little Rock, Arkansas
us",Xavier University of Louisiana,"DuSable in Chicago, Illinois",,"November 4, 1950",544,10.0,8.2,2.5,36.1,,63.3,
Donovan Clingan,https://www.basketball-reference.com/players/c/clingdo01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Bristol, Connecticut
us",UConn,"Central in Bristol, Connecticut","Portland Trail Blazers, 1st round (7th pick, 7th overall), 2024 NBA Draft","October 23, 2024",23,5.8,6.3,0.5,53.3,,72.7,55.7
Bill Closs,https://www.basketball-reference.com/players/c/clossbi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Edge, Texas
us",Rice University,"Hearne in Hearne, Texas",,"November 3, 1949",186,9.0,5.0,1.9,31.5,,71.8,
Keith Closs,https://www.basketball-reference.com/players/c/closske01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Center


  
  ▪
  
  
  
  
  Left",,,,,,"Hartford, Connecticut
us",Central Connecticut State University,"Sierra Vista in Baldwin Park, California",,"November 1, 1997",130,3.9,2.9,0.3,47.1,,60.6,47.1
Noah Clowney,https://www.basketball-reference.com/players/c/clownno01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Spartanburg, South Carol",Alabama,"Dorman in Roebuck, South Carolina","Brooklyn Nets, 1st round (21st pick, 21st overall), 2023 NBA Draft","November 25, 2023",44,7.3,3.6,0.8,45.9,,73.7,56.8
Paul Cloyd,https://www.basketball-reference.com/players/c/cloydpa01.html,"Guard/Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard/Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Madison, Wiscons",Wisconsin,"Baraboo in Baraboo, Wisconsin","Washington Capitols, 8th round, 1947 BAA Draft","November 15, 1949",7,2.7,-,0.3,26.9,,62.5,
Bob Cluggish,https://www.basketball-reference.com/players/c/cluggbo01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Marion, Kentucky
us",Kentucky,"Corbin in Corbin, Kentucky",,"November 18, 1946",54,4.4,-,0.4,26.1,,57.1,
Ben Clyde,https://www.basketball-reference.com/players/c/clydebe01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Albany, Georgia
us",Florida State,"Gibbs in St. Petersburg, Florida","Boston Celtics, 5th round (17th pick, 89th overall), 1974 NBA Draft","October 18, 1974",25,2.8,1.6,0.2,43.1,,77.8,
Amir Coffey,https://www.basketball-reference.com/players/c/coffeam01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Left",,,,,,Hopk,Minnesota,"Hopkins in Minnetonka, Minnesota",,"December 31, 2019",280,6.2,1.9,1.2,45.4,,81.5,54.9
Richard Coffey,https://www.basketball-reference.com/players/c/cofferi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Aurora, North Carol",Minnesota,"Aurora in Aurora, North Carolina",,"November 2, 1990",52,1.3,1.5,0.1,37.3,,54.5,37.3
Fred Cofield,https://www.basketball-reference.com/players/c/cofiefr01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Ypsilanti, Michigan
us",,"Ypsilanti in Ypsilanti, Michigan","New York Knicks, 4th round (3rd pick, 73rd overall), 1985 NBA Draft","November 3, 1985",50,3.4,1.0,1.7,39.5,,60.0,40.3
John Coker,https://www.basketball-reference.com/players/c/cokerjo01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Richland, Wash",Boise State,"Olympic in Bremerton, Washington",,"March 8, 1996",25,1.6,1.2,0.1,40.9,,83.3,40.9
Norris Cole,https://www.basketball-reference.com/players/c/coleno01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Dayton, Ohio
us",Cleveland State University,"Paul Laurence Dunbar in Dayton, Ohio","Chicago Bulls, 1st round (28th pick, 28th overall), 2011 NBA Draft","December 25, 2011",360,7.0,2.0,2.7,40.7,,74.3,44.9
Ben Coleman,https://www.basketball-reference.com/players/c/colembe01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,M,,"North Community in Minneapolis, Minnesota","Chicago Bulls, 2nd round (13th pick, 37th overall), 1984 NBA Draft","October 31, 1986",227,6.6,4.1,0.6,51.6,,75.9,51.6
Derrick Coleman,https://www.basketball-reference.com/players/c/colemde01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Left",,,,,,"Mobile, Alabama
us",Syracuse,"Northern in Detroit, Michigan","New Jersey Nets, 1st round (1st pick, 1st overall), 1990 NBA Draft","November 2, 1990",781,16.5,9.3,2.5,44.7,,76.9,46.2
E.C. Coleman,https://www.basketball-reference.com/players/c/colemec01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Flora, Mississippi
us",Houston Baptist University,"E. Flora in Flora, Mississippi","Houston Rockets, 3rd round (16th pick, 51st overall), 1973 NBA Draft","October 10, 1973",357,7.2,6.0,1.3,46.4,,69.4,
Jack Coleman,https://www.basketball-reference.com/players/c/colemja01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,Burg,Louisville,"Burgin in Burgin, Kentucky","Providence Steamrollers, 3rd round, 1948 BAA Draft, and Rochester Royals, 2nd round (12th pick, 24th overall), 1949 BAA Draft","November 1, 1949",633,10.6,9.2,2.8,41.6,,69.5,
Norris Coleman,https://www.basketball-reference.com/players/c/colemno01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Jacksonville, Florida
us",Kansas State,"Paxon in Jacksonville, Florida","Los Angeles Clippers, 2nd round (15th pick, 38th overall), 1987 NBA Draft","November 6, 1987",29,5.3,2.8,0.4,34.6,,55.6,34.8
Bimbo Coles,https://www.basketball-reference.com/players/c/colesbi01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Cov,Virginia Tech,"Greenbriar East in Lewisburg, West Virginia","Sacramento Kings, 2nd round (13th pick, 40th overall), 1990 NBA Draft","November 2, 1990",852,7.8,2.1,3.9,42.5,,81.1,44.7
Isaiah Collier,https://www.basketball-reference.com/players/c/colliis01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",USC,"Wheeler in Marietta, Georgia","Utah Jazz, 1st round (29th pick, 29th overall), 2024 NBA Draft","November 7, 2024",21,3.1,2.0,3.3,30.2,,42.1,33.1
Jason Collier,https://www.basketball-reference.com/players/c/collija02.html,"Center


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Center


  
  ▪
  
  
  
  
  Left",,,,,,Spr,,"Catholic Central in Springfield, Ohio","Milwaukee Bucks, 1st round (15th pick, 15th overall), 2000 NBA Draft","October 31, 2000",151,5.6,2.9,0.3,45.5,,73.8,46.0
Art Collins,https://www.basketball-reference.com/players/c/colliar01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Sandersville, Georgia
us",St. Thomas University,,"Boston Celtics, 6th round (17th pick, 103rd overall), 1976 NBA Draft","February 3, 1981",29,3.2,1.4,0.9,35.4,,66.7,35.4
Don Collins,https://www.basketball-reference.com/players/c/collido02.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Toledo, Ohio
us",Washington State,"Scott in Toledo, Ohio","Atlanta Hawks, 1st round (18th pick, 18th overall), 1980 NBA Draft","October 11, 1980",303,9.8,2.8,1.8,48.5,,74.9,48.5
Doug Collins,https://www.basketball-reference.com/players/c/collido01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Christopher, Ill",Illinois State,"Benton in Benton, Illinois","Philadelphia 76ers, 1st round (1st pick, 1st overall), 1973 NBA Draft","October 10, 1973",415,17.9,3.2,3.3,50.1,,83.3,50.1
James Collins,https://www.basketball-reference.com/players/c/collija01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Jacksonville, Florida
us",Florida State,"Jackson in Jacksonville, Florida","Philadelphia 76ers, 2nd round (8th pick, 37th overall), 1997 NBA Draft","December 10, 1997",23,2.6,0.6,0.1,38.2,,57.1,46.4
